Name	Ctf
blackboard	12
Grandfather	20
Lecturn	5
File Cabinet - 5 Drawer	25
PBO 1.5 ctn	1
ROW BOAT 14' & OVER	0
Mirror - encased	10
Wine frudge	5
Go cart	15
sports equipment	5
dry sink	20
bassinet the	10
PAINTING	3
STOOL	5
cat pole	3
outdoor tools	10
outdoor chairs	5
yarn holders	10
balance beam	5
balaphan	10
Chair- Rattan	5
deer target	8
Wine machine	25
MISC CUBE 25	25
Compost Ben	10
Plastic Ben	5
Bed Fold Away (single)	20
Christmas tree artificial	15
Tool cart	10
TOTES GARAGE	2
outside shredder	30
paddle boards	10
SLED ANTIQUE	4
massage chair	20
chipper	10
60" LED TV	15
Cat tower	7
Bike stand	7
Filebox	7
corn hole board	5
vacuum system	30
vanity bench	5
RANGE	25
Bed - Boxspring	15
Twin mattress	10
candy machine	10
Bed Frame Only	5
Metal Storage Rack	10
China Cabinet or Buffet	25
Porch Bench	5
Factory Carton	5
File Cartons Packed by shipper	5
Shop Lights	5
TV Trays and Stand	3
Wood Burning Stove	10
Blanket Stand	5
Plastic Storage Shelf	5
Nothing To Transport	0
Plant Container	2
Plastic Stacking Chairs	2
TRUNDLE BED	5
ANTIQUE STOVE	72
slot machine	20
terminator	25
Blonde Side Cabinet	10
curtain rods	5
Dog Kennel Sm	4
Lawn Weed Trimmer	7
Skis (sets)	2
50 CC SCOOTER	29
silk plant	3
bicycle wheels	2
computer moniters	5
printers chest	10
display cabinets	10
chop saw	25
fencing	10
Wind Mill	12
GLASS TABLE	3
WEIGHT BENCH	7
WEIGHT RACK	15
backpacks	1
bandsaw	25
lathe	45
sander	30
Antique Cabinet	30
trac chair	30
bench for storage	20
food storage	5
map	2
Desk - Credenza	20
jointer	50
planer	30
Plastin Bin - Small	1
Fooseball Table	25
Rack - Bath	3
Side Board	25
Mops	1
Mirror - Large	10
Chest - Wicker	5
Outdoor - Deck Shed	15
Outdoor - Ornaments	10
Outdoor - Ottoman	3
Outdoor Chaise	8
Outdoor Patio Heater	10
Cabinet - bathroom	3
Child's Gate	2
Dog Corral	2
Shovel	1
Snow Skis	5
Hose - pressure	10
Table - patio	8
Drawers, plastic	3
buggy	1
Barbell weights - 100 lbs	15
Wine  - # of Bottles	0
Welcome Mat	1
Planter - Large	5
BIN-MEDIUM	12
BIN-SMALL	8
SKI'S	3
STEAMER	3
PILLAR	4
SHOE SHELF	8
Fountain, Sections	10
Buckets, Food	25
Lateral File Cabinet	30
.Delivery Is a Home	0
.Flooring - Hard Woods	0
.Owner 2 Unhook Dryer	0
.Owner 2 Unhook Washer	0
Plant Stand Lg	5
Vase, Lg	5
Chin Up Bar	1
Elipticle Trainer	35
Clock Wall	5
Stereo PBO	2
Stereo Speaker Sm	5
Misc Furniture	10
Tool Chest Machanic	70
Cabinet Jewelry	10
Ceiling Fan	4
Desk, Exec	50
Rack Clothes	4
Tote Plastic Sm	2
Vacuum Bag Of Clothes	5
PBOs / Furniture stacked	180
File Boxes	3
Garbage Cans	2
METAL SCREEN	5
jeep hard top	25
AA crates see survey for dims	0
AA icemaker	0
AA Front Load washer	0
AA Front Load Dryer	0
Small Cabinet	5
Dryer Front Load	24
FIREPLACE PORTABLE	25
Dresser Chest	30
Chandelier - Large	15
Sofa - Rattan / Wicker	20
Dryer - 3rd Party (Gas)	25
Mirror large	10
Computer monitor	3
Trelis	3
Wine Packs	7
Corvette Engine on Stand	100
Corvette Metal Frame	400
wicker foot locker	6
statue, as-is	10
plastic shelve	10
easle	5
Wood Stove	30
Outdoor chair	5
Plastic chair	3
wine chiller	5
Foozeball table	15
Trays	5
Tri-Pod	7
Shelves-Cubes	5
Fire Arms	1
speakers	3
Bicycle rack	4
Wood box	3
Clock, wall	2
universal gym	100
roto tiller	10
Kennel - Large	4
Dog - Bed	2
White Boards	2
Heat Stream	10
Travertine	40
Steamer garment	4
Sauna DBO	50
Thule roof box	10
Broom / Mop	1
Mini Fridge	5
Stoller	5
Car Tote	10
Ctn - 4.5	4
CPU	5
Cabinet 2 Door	15
RIFLE/SHOT GUN	1
SHEDDER	2
Air hockey	30
Fire Box	5
Travel Case	5
Tressel	15
Sign	12
SPA: 65' & OVER	75
Roto	12
Stone Bird Bath	30
Aquariam	10
water softener	15
DESK ROLL TOP	15
ELECTRIC PIANO	10
FIRE PLACE FAKE	20
Hitch	85
Air Matress	4
Filing Cabinet - 3-Door	15
Vice - Large	20
desk computer	10
Chair Patio Metal	6
X NOTES	0
Water Feature	10
keyboard	20
Bath rack	6
Cheese making equip	5
Horsey	3
Shopsmith	45
stereo equipment	15
motorcycle large	100
baby gate	5
Art decor	5
Rubbermaid	5
Twin Mattreess	10
BAGS	3
BAND SAW	20
BAR	40
Pots	1
CABINETE	20
CHAIR, DESK	8
CUBBY	15
HORSE	3
JACK STND	2
POLES	3
TOOLS	8
WORKMATE	6
WINE CHILLER	12
RIFLE	3
COOKER	8
Waterfall	20
frames	3
Candlesticks	10
Cartop	15
CHARGER	6
Dresser - Long	23
hunting gear	4
tree artificial	8
Exercise Matt	2
Cabinet small wood	10
heater	5
dresser	30
tree stand	10
Commercial Bin	20
Bench, Vanity	2
Edger, Lawn	5
Garden Tools, Each	2
Ladder, 3 Step	2
Shop Vac.	3
Tool Cases	3
Tote, Medium	8
Cabinet, Supply	30
Misc Item, Large (Description)	15
Bed, Frame Only, Metal	5
Chair Lounge Outdoor	10
Misc Garage Items	300
Clamp	2
Sporting good	18
AA Coment	0
TRAMPOLINE-small	3
TOY CHEST	5
HOCKEY NET	2
foot board	10
tea cart	5
mirror  - standing	12
Armorie	25
Mirror - attached to dresser	8
fireplace, electric	25
shelf with baskets	5
DVD rack	1
desk, table	8
screen divider/trifold	5
tanning bed	60
Table, Leaf	5
Table, Wicker	3
Motorcycle Parts	10
Power wheel	10
wine crates empty	2
WOODEN BOX	20
WASHING MACHINE-FL	35
TABLE-CRAFT	12
Car Jacks	10
Drill/Press	22
Motor Scooter	35
Sander	15
Saw/Band	18
Saw/Table	20
Baby Carriage	4
Saw/Chop	10
Bicycle- Rack	10
Music-Mic Stand	3
Chello	5
Drum Carder	5
All Else Stays	0
Shoe. Rack	5
Train Board	15
Chest Of Drawers	15
Mirror-Dresser	10
Rack, Wall	3
.DRIVER - CURVED DRIVEWAY	0
.DRIVER - INCLINED DRIVEWAY	0
.ORIGIN - DRIVEWAY INCLINED	0
.ORIGIN CARRY > 200'	0
fertilizer spreader	4
Disc Catcher	8
Foosball Game	28
Hockey Net	5
Shopvac	4
Turkey Fryer	3
Bagger Assembly	10
Misc Wood	14
Shepard Hooks	1
Stepping Stones	4
Exercise Equipment - Large	50
Tiki torches	1
Saw - Power	2
Tv Tray	5
BAG / BACK PACK	3
SHOP VAC	3
SNOWBOARD / SKIS	2
Laubdry basket	3
garden sticks	3
Metal Cabnet	30
Roll Away Tool Box	100
Credenza - 4 Drawer	40
Plants - Real	5
Computer Equipment	2
Pet Carriers	5
Cat Box	2
Foot Locker	10
Power Wash	5
Chase Lounge	10
Burlee for towing bikes	5
Ctn Wardrobes	10
Ctn 3.0	3
Video Game	20
Cabinet - Display	20
drill	20
Plane Models	4
range	300
Vacuum/Shampooer	6
Garden Tool	2
Vacuum, shopvac	4
Washing machine, front load	25
Safe, small floor model	10
Rug, large	15
portfolio cases	1
Chaise Lounge - Aluminum	3
Desk Medium	15
manikin	15
toolbox, lightweight	2
aquarium - 10 gallon	3
aquarium stand	5
Dart Board...Large	2
Cot - Folding	8
dog run	15
Space Bags	4
micro phone stand	1
Dryer rack	1
Rubber Matts	2
Globe Stand	8
live plant	15
wicker basket	6
Drum set	12
Bath Caddy	5
Shingles	15
Parts Washer	15
Stove - Woodburning	40
Surround system overhead	20
Sports Equiptment	12
shelf plastic	5
Plant Holders	4
Wicker Giraffe	5
crutches	1
Golf Clubs Carrier	6
Scarecrow	5
Table Set	5
Tree stand	3
Bed King	70
Trimmer	5
mirror, small	1
clothes rack on wheels	5
Duffle	6
Mamaroe	4
PATIO CHAIR	3
Tile	50
Play set	4
Bed - Child	20
Patio Cushion	1
Mower - Commercial (NO GAS)	35
Mower Attachment	4
DRAFT TABLE	15
TENT	9
saddle child's	3
karaoke machine	3
cross bows	1
Leaf sweeper	15
car stands	5
engine	30
hookah	1
microwave cart	4
air compressor, pancake	5
buckets, 5 gallon, plastic	1
fishing rods	1
wooden ammo box	1
sewing machine table	20
mast for antenna	4
Amplifier, musical	3
computer monitor only	3
Table, sofa	15
pistol	1
shotgun	2
mop	1
exercise mat	1
Outdoor wooden bench	5
Christmas/Items	3
Armoire Chest	35
Peg Board	5
Cornesboard	10
Table - Buffet	20
Extension Cord	3
Metal Art	3
Outdoor Shower	10
Game Board	10
.STAIRS - NARROW/STEEP	0
Compost Wheel	5
MOTOR SCOOTER	15
Trashcan	2
diaper pail	2
Bed- youth wood	10
exercise bar	6
table model	10
TV console	15
Table-Real Small	1
Burner	10
Chair- Wood	6
Wood Stump	15
Tvray	1
Snow Boards	5
Instructions	0
Full Size Mattress Only	20
Buffet Sideboard	30
Basket - Wicker	3
Barbecue - Large	25
Table -  Patio	10
SPEAKER-large	10
SPEAKER-small	5
ROOM DIVIDER	10
WICKER	3
Plants/Frux	3
Clock, G/Clock	20
Fireplace Equip	5
Bed, Double	60
Holiday Decor	3
Lumber / Wood	10
Dry Sink	15
Bird Bath / Fountain	5
Head Board	10
Washing Machine (Front Load)	30
CAT TOWER	6
CHRISTMAS TREES	6
Plastic Bins (Large)	8
Folding Canopy	7
Light Stand	5
Piano	70
Church pew	34
Golf Net	8
mattress only	7
Heavy bag	20
Dining -  Buffet / Sideboard	30
Power Tool - Lawn	3
Office - Cradenza	15
Office - Desk	30
Snowmobile	100
Clock - Wall	5
Wall Unit - Large	60
Safe- Small	20
Valet-Clathing	5
hood vent	15
Book Carton - Not Going	0
dresser - small	10
shoe organizer	5
Cabinet - Metal LG	20
Power Tool - Hand LG	3
Slant Bench exercise	10
Gumball Machine	3
TV - Regular	15
Jack Stands	3
No Food Going	0
Cedar Chest - LG	15
Vanity Bench	4
barrels	2
Ligts	4
Transfile Box	5
Vacuum - Steamer	5
Air Compressor LG	15
Generator - Large	35
Dresser - Top	10
Cement Statue - LG	10
Cement Statue - Mef	6
.DRIVER - ROAD IS BUSY	0
lawn ornament	2
hair dryer	3
sewing machine	5
Vice - Small	5
bar	60
pool in box	30
Oven - Cust to Service	25
bookshelf	1
Chair - Wrought Iron	3
corn hole game	7
shed	50
wood swing set	200
air purifier	3
Desk- Computer	12
Total Gym	10
Vacuum/ Carpet Cleaner	5
Washer and Dryer (Front load)	50
HOLIDAY DECOR	7
.ORIGIN - FLIGHT (EXTERIOR)	0
Clothing	0
YARD ART	50
Bed, Full	60
Table, Small	2
Pedestal, Dryer	5
Pedestal, Washer	5
Bench, Wicker	5
ice maker	25
Desk, RollTop	40
Bed - Bunk single	40
Clock - Mantel	2
Ladder - 10'	6
Pool Lounge Chair	5
Sconces	3
Wicker - arm chair	7
Washing Machine Front load	34
Ladder-4'	3
Air conditioner portable	10
Clothes Drying Rack	3
outdoor pizza oven	45
fireplace cabinet	15
Crib Mattress	5
Mirror, Full length	20
Church Pew	10
Table, Drop Leaf	10
wall mirror	10
dog crates	10
dog fencing	20
picture	5
skis and ski boots	10
Microphone Stand	2
Wooden Shelf	3
Mitre saw	7
Chiminea firepit	20
Wall Unit 3 Piece	70
Cabinet, Jelly	10
Dumbbell	3
Dresser Sm	10
Buckets	2
Bed - Toddler	10
Cabinet - Garage	20
TV - Trays	3
19" TV	3
Table Pads	2
Plastic Shelves.	3
Power Wheels	15
Cabinet/Large	22
paddle boat- inflatable	10
bowling ball	2
Basinett	3
Trumbone	3
Weight rack	5
FOOSBALL TABLE	15
tents	7
PLASTIC CHAIR	1
play stand	50
Vanity - Bench	3
Gates	2
Matt's/Floor	1
PBO - TV - LCD < 40"	5
Weights (25#)	4
Little Tyke Playhouse	20
pack N Play	7
Baskets. wicker	2
amps	5
fitness bar	22
Briefcase	1
DRYING RACK	3
Bed Twin	35
Wicker Unit	5
WINE REFRIGERATOR	12
settee	20
Single mattress/box spring	12
bed parts	10
generater	10
crates-empty	6
Snow skies (pair)	10
desk-pc	18
cartop carrier	5
kayak 12	20
tire rims	5
shelves - plastic	5
cabinet - large	30
deck storage box	10
porch chair (metal)	10
table - patio	6
MISC. 10 Cube	10
urns	10
fax	5
PBO DP	10
PBO 4.5	4
PBO 1.5	1
Christmas Tree PBO	10
Wicker Furniture	5
Electric piano	30
folding chair in bag	4
baggage	3
.APARTMENT - ELEVATOR	0
.APARTMENT - INTERNAL CARRY	0
B B goal	20
surf board	5
child pool	10
riding toys	5
child car	20
drafting table	31
foosball  table	20
Wicker Sofa	20
Andirons	2
spinning wheel	6
clock	12
jack/ stands	13
Galley cabinet lg.	120
Safe - Lock Box	15
Sofa - Dual Recliner	50
Table - Drop leaf/Occasional	12
tire with wheel	10
speaker stand	3
Cart - Utility	5
Drum Set-Pro	7
bed Youth	25
Cabnet sm.	5
Piano (Electric)	30
Plastic shelves	3
step stool	3
Tote Large	8
Tote. Medium	6
Chest. Batchelor	12
Safe. Small	12
Patio table/chair	10
Pin ball machine	25
Storage bins	3
no appliances	0
water dispenser PRIMO	5
Basket Ball court pole	50
Lawn- Edger	5
TV- Flat Screen	20
Personal Computer	5
Sword	3
steamer machine	4
IKEA Screen Print	10
Game	5
.A LOT NOT GOING	0
.APPLIANCE NOTES	0
.FURNITURE, MOSTLY	0
Vacuum/Floor cleaner	7
Dehydrator	5
Desk - School	5
belt Sander	15
Rotor Table	10
Bball Hoop	15
Foosball Tbl	30
Bow in case	5
fooseball table	10
penball game	20
hand tool	1
art small	5
wicker chair	6
WICKER LOVE SEAT	10
Drum Set ea piece	3
Piano - Digital Keyboard	12
Kitchen Bench	10
Hutch Bottom	20
Blanket Rack	5
.EXERCISE EQUIP - ROWER	0
Home Gym - Cust to Disass	75
Misc HHG - Group	30
Filing Cabinet - 5-door	30
SCUBA Equipment	10
Fireplace/Medium	14
Barrel 30 gal.	6
Dryer/Front Load	50
Washer/Front Load	50
guitar amp	5
jungle gym	100
.GLASS TOP(S) CRATE(S)	0
.UNCRATE - 3RD PARTY	0
Motorcycle (Large)	75
Wine / Spirits	2
Nothing moving	0
Bed parts	20
drawers	7
mantle	8
Oven - Gas - 3rd party	30
Refrigerator - 3rd Party	35
Garden Tractor	200
Power Tool, Case	1
toaster oven	3
NOTHING	0
Ab Roller	3
Chairs - Patio	3
Christmas tree  14 feet	25
Bench - Bed	10
Carrier	15
Bow Case	5
Hydraulic Lift Stand	15
Industrial Metal Shelf	15
Scalfolding	15
Table - Bedside	5
Dryer - Front Loading	25
Table - Deck/Patio	15
rototiller	20
centrifuge	10
wall mount desk	25
Papasan Chair	15
punching man	15
Manican	5
Antique Radio	10
Tie Rack	3
DRUMS	2
POTTING TABLE	10
CHALK BOARD	4
Fooz Ball	40
Trailer - Utility	25
tower	25
Hand Drum	10
Table - Couch	12
BED - King	70
Chest of Drawers Small	12
Safe - Small, Fire	7
Bench - Large	10
CornHole Game	3
Power Washer - SM	5
Shepherds Hook	2
Crate - Small, Wood	3
Sofa Chair - Overstuffed	25
PlayHouse	15
.DRIVER - TIGHT APT. COMPLEX	0
divider	3
Washing Machine (Top Loader)	30
cabinet - storage	15
computer equipment	4
Chair Aluminum	1
Stool Bar	5
Table Card	3
Table Coffee/End	5
Table Sm.	2
track lighting	2
armoire med	25
Table - Oudoor	20
ChristmasTree	10
Cabinet, Storage	10
Floor Safe	3
Drawer Unit	10
Tray tables	5
Garden Hose on Reel	5
Woofer	10
small shelf	5
Utility Cart	2
Chair Recliner	25
Pipe Holder w/ 6 Pipes	1
ice cest	2
Wood Flower Beds Raised	10
Exercise Elliptical	25
BBQ -Smoker	10
Aquarium Cabinet	10
Piano Stool	5
Wicker Shelf	5
Gas Cans empty	2
.PILLOW TOP MATTRESS	0
Bicycle-Adult	5
Shelf-Small Plastic	3
Bar Stool-Small	2
Sofa-2 Cushion	45
Table-Bistro	5
TV Stand-Small	7
Shelf-Small Wood	2
Bike Stand	2
Bench LG	10
Clothes Bag	3
China Closet	55
Mattress twin	7
Art easel	1
Bed frame pieces / rails	3
shedder	2
Air Compressor Small	5
Armoire - LG	50
Shower Chair	1
Bandsaw	12
Cube Small	1
Bird Feeded	2
razor scooter	5
Table, Kitchen	30
Shepherd Hook	3
Rifle / Shotgun	2
Basketball hoop Metal	10
Animal Bed	2
Baby Bathtub	2
Art Tube	1
Exercise - Weights - Plates	1
Jumper	4
Swing - small	4
TV Trays - Wood on Rack	5
Amp, small	3
Ukulele	4
Kitchen chairs	5
Snack tables	10
.Origin-Apartment Complex	0
.Origin-Shuttle Needed	0
.Origin-Straight Truck Only	0
.Partial Move, Lots Not Going	0
PlayPen	3
basinet	5
pack and play	5
Desk - Corner	15
Chair - Small	3
File Cabinet -Lateral 2 drawer	18
Desk -Small	10
Desk - Office LG	40
Tansu Chest	15
Footlocker LG	10
Two Wheeler	3
Brooms/Mops	1
No Furniture Going	0
dog house plastic	4
totes large	5
sofa back table	6
Concrete Blocks	2
awning	25
pedestals	10
NOTE:	0
gates	12
train set	400
tent/pop up	10
dog igloo	10
Stepstool	3
Crib LG	20
Chair Bag Soccer Type	1
DVD / CD Player	2
Clothing rack	3
Little Tykes toy	3
Birdcage	5
.DESTINATION - HOME	0
.FLAT SCREEN TV - < 40" PBO	0
.FLAT SCREEN TV - > 40" PBO	0
.FURNITURE - ANTIQUE	0
.ITEM NOTE 3	0
Exercise Bike - Large	20
Ladder-Stepstool	2
.ORIGIN SHUTTLE (MINI STG)	0
.WINDOW TREATMENTS STAY	0
Credenza - small	12
doors	10
LCD TV Dems.   L  X   W X   H	0
Table - Demilune	7
aluminum chairs	2
totes small	3
Cabinet- Bathroom	5
Car- Ramps	3
Chair- Desk	7
Island-Kitchen	30
Lawn- Weedeater	3
POLE	10
MAGAZINE RACK	5
Tub-Plastic	1
TOY-power wheels	12
PC - CPU	4
bushel basket	1
pictures	4
weedwacker	2
custom rack	2
pet cage	2
golf club cart	2
Kitchen table	15
File Cabinet - 2-3 Drawer	10
Garden Tools & Hose	5
Weed Whip	3
Long Carry. Distance:	0
Shoe Rack/Shelf	1
Sofa - Table	8
Pack 'n Play - Playpen	5
riding mower	50
tool chest, lg roll away	70
victrola	10
Totem Pole	10
Jack - Car/Hydraulic	2
Computer tower	3
Speaker - Medium	3
christmas	3
wine 24 bottles	4
Milkcan	5
jewel armoir	10
Basketball System	8
Wine Rack - Large	10
Exercise - Weights - Dumbbells	2
Exercise Equipment - Home Gym	45
Partition-Room Divider	10
Bed Part - Footbd	5
Bed Part - Frame	3
Bed Part - Headbd	6
Desk - Shelf Top	25
Fire Pit - Large	25
bedroom-2	1
large clock	7
Pedastal - wooden	3
Sandblaster	30
Hutch - one piece	25
Pillow -wedge	3
Iron canopy	120
Iron Canopy 2/2	35
Desk - Student	10
Wood Barrell	10
Paddle	1
Trolling motor	3
Duct work	7
Ice shanty	6
Miter saw	15
Mower - Power	15
Dryer - Elec	25
Cart, Plastic	3
printers	5
Computer desk	15
Dough Board	5
Safe-Gun	20
Rolling Rack	5
TABLE-DRAFTING	15
HAMMOCK STAND	25
UMBRELLA-BASE	8
PBO 3.0 ctn	3
Card table Chair	2
attic/misc	100
contents of garage	350
Christmas Tree Stand	5
wicket basket	1
bag chairs	1
plastic golf club carrier	2
Quilt Foam	5
Leaf Catcher	10
room decider	15
secretary	25
rods metal	1
PC	1
miscellaneous medium	10
TOOLS MISCELLANEOUS	2
Amp for Guitar	7
Drum - Comga	5
Joyner	20
guitar not in case	3
skimboard	5
Speaker - Large`	5
Swing - Baby	2
Cabinet large	35
.ATTIC NOTES	0
.BASEMENT NOTES	0
.CRATING	0
.DRIVER - VERY LONG DRIVEWAY	0
.EXTRA LABOR	0
.GARAGE NOTES	0
.OUTBUILDINGS	0
.PAYMENT - BILL COMPANY	0
.TV DISMOUNT	0
.VALUATION - FRV - NO DEDUCT	0
PBO - Tools	10
Ladder - Bedroom	4
TV Mount	2
Weight Rack/Stand	15
Weight System	80
Weights - dumbbell/barbells	20
Credenza lg	35
Painting - other	4
Building Materials: wood, misc	15
Jack, floor	3
Mop/brooms	2
Saw - Chop type	10
Kitchen Table - LG/Farm type	30
Dryer - 3rd Party	25
Computer Component	2
Computer System	9
Firearms	5
Cat Scrather	4
Roof Racks	7
Wheel Barrow	20
Desk Return	15
Washer/Dryer (Stacking)	50
Massage Chair	15
Shovels	1
Child Walker	3
Room Divider	10
Concrete Statute	10
Inversion Board	20
Water Jug - 5 gal	6
office chair	10
coffee table	5
heater floor	3
plastic 3 drawer	8
Hoist	22
Matt's	10
paddle	1
kayak 10 ft	15
PBO Dishpack	10
Power Washer - Gas Powered	15
Blanket Wrap Railings	0
Bulky Article(s). List:	0
Extra Labor	0
Desk - With Return	50
Vaccum - Shop Vac	4
Microwave Table	8
Trash Can - large	7
Doll House - Large	10
Metal frame	10
tub	1
Pipes	2
Water Softener System	10
File Cab, 2-3 dr	10
TV - Flat under 40"	4
TV - Flat over 40"	8
.Appliances-All Major Stay	0
.Flooring-Carpet	0
.Flooring-Partial Wood	0
.Flooring-Tile	0
.Origin-Multi level home	0
.Origin-Paved Driveway	0
.Origin-Paved Road	0
.Origin-T/T Accessible	0
.Terms-CP=Carrier Pack	0
.Terms-PBO=Pack By Owner	0
Heavy Bag / Stand	25
Hot Tub - Large	80
Skis Boots Poles	8
ski bag	10
Lawn  Water Hoses	5
armiore	45
Dumbell/Barbell	5
Microwave / TV Cabinet	10
Saddle Stand	10
Wood Crate	5
Fire place	25
Drum kit	12
Taxidermy Deer	5
Metal Shopping Cart	2
sporting equipment	10
tent or canopy	5
Chiminia	16
cat exercise tower	2
power wheels	10
Quad	35
Wood Plank	10
Table -Sofa	10
TV mount	5
Bed frames	5
ARCHERY IN CASE	7
CRATE	20
CROQUET	5
FIREPLACE	20
FISHING RODS	1
HAND TRUCK	5
HOCKEY STICKS	1
HUNTING EQUIPMENT	8
INTERLOCK MATS	2
JACK STANDS	3
SNOWBOARDS	2
UTILITY LIGHT	5
WORK MATE	2
GUITAR	1
BREAKFRONT	40
CHAIRS STACKED	12
CHIMNEA	12
DECK BOX	20
GATES	2
ATTACHMENT	15
BICYCLE	5
CANOE LESS THAN 14 feet	20
DOG BOX	7
FUEL TANKS PLASTIC EMPTY	1
PLOW ATTACHMENT	20
RAKES AND SHOVELS	5
TURKEY FRYER	5
RUG 5 x 8	10
HAMPER	3
JEWELRY ARMOIR	5
FOUNTAN	25
GARDEN EQUIPMENT	10
HOIST FOR MOTOR CYCLE	16
MOTOR FOR BOAT SMALL	7
MOWER	15
Washer & Dryer	60
Umbrella stand	7
Building materials	50
BBQ - XL	20
Carper cleaner	4
Compressor - small	4
Jack stand	3
Ladder -Magic	7
Plastic Bin 3	3
Plastic Bin 5	5
Basketball Net	15
Patio - Chair	5
Patio - Loveseat	7
Patio - Table, Coffee	5
Patio Table - Large	25
Dresser - Chest of Drawers	20
PBO wardrobe ctn	10
Toki torch	1
Bed headboard	6
shuffle board	50
pop corn machine	5
wagon wheels	7
chalk board	3
Night stand	5
Table - coffee	5
Metal shelves	25
Shoe stand	3
White board	20
Washing machine Top load	25
Christmas Tree Bag	10
Everlasting	20
Console	15
Vinyl Drawers	6
Packer Game	10
Dolly - 2 Wheeler	4
Dressform	8
Hairdryer - Commercial	8
Cabinet - Drysink	10
Chaise - Metal	6
Garden Pot Lg	6
Poker Table	15
Rack - Wine Sm	2
Scooter - Electric	7
Motor Cycle - Harley	50
Lawn Mower - Attachment	12
Car Ramps - 2	6
Basketball Goal-Childs	10
Washing Machine-Front Load LG	30
Printer/copier	5
basketball hoop.	40
TV - Flat 30 to 50	20
chair massage	30
wheelchair	5
Armoier	30
desk small	5
flower pots	3
flower pots large	5
table patio	10
wood rack	10
Electronic Keyboard	15
Air Filter	4
Lightstand	4
Baby Jogger	7
Kitchen Island - Med	20
Big Green Egg BBQ	20
Composter	10
Copper Bin	2
Lawn Mower - Power LG	35
Leaf Blower LG	10
Power Tool - Lawn LG	2
Viddle Vault	2
Chest - Blanket	13
Table - Game	20
Table - Top	5
Table - Patio End	3
Hose & Reel	8
Painting - Oil	2
Tree Trimmer	3
.BULKY - CANOE/KAYAK < 14'	0
.CUL DE SAC - ISLAND	0
Elliptical	15
Luggage Set - Full	10
Bed - Child OR Rollaway	10
Glider / Settee	15
Sofa - Sectional (3 Piece)	45
Snow Thrower	15
Table - TV (Set of 4)	4
Canoe - < 14'	10
Teatherball	15
Desk - Return	10
table, folding	4
nothingmore going	0
Chair - Theater Per Section	20
Chaise Lounge - Metal	10
Misc. Item 15	15
stairs	10
work table	15
Ceramic Planter	10